Mode_of_Transport,Departure_Station,Arrival_Station,Departure_Time,Passenger_Count,Fare_Amount,Trip_Duration_Minutes,Trip_Date,Day_of_Week,Hour,time_of_day,Revenue,Route,Is_Weekend
TRAIN,Central,Downtown,2024-01-01 14:51:00,48.0,5.742337317986003,136.0,2024-01-23,Tuesday,14,Afternoon,275.63219126332814,Central → Downtown,False
FERRY,Airport,Downtown,2024-01-01 14:52:00,85.0,8.164016323587132,134.0,2024-01-23,Tuesday,14,Afternoon,693.9413875049063,Airport → Downtown,False
TRAIN,Airport,Central,2024-01-01 14:53:00,21.0,47.26444480976244,63.0,2024-01-23,Tuesday,14,Afternoon,992.5533410050111,Airport → Central,False
BUS,North Station,Airport,2024-01-01 14:54:00,69.0,36.95849380257224,159.0,2024-01-23,Tuesday,14,Afternoon,2550.1360723774847,North Station → Airport,False
TRAIN,Airport,Central,2024-01-01 14:55:00,48.0,44.20819432907377,31.0,2024-01-23,Tuesday,14,Afternoon,2121.993327795541,Airport → Central,False
BUS,South Point,West End,2024-01-01 14:56:00,20.0,10.53031538969949,83.0,2024-01-23,Tuesday,14,Afternoon,210.6063077939898,South Point → West End,False
TRAIN,West End,North Station,2024-01-01 14:57:00,67.0,29.58550061991539,76.0,2024-01-23,Tuesday,14,Afternoon,1982.228541534331,West End → North Station,False
FERRY,West End,Downtown,2024-01-01 14:58:00,44.0,25.403856477451566,11.0,2024-01-23,Tuesday,14,Afternoon,1117.769685007869,West End → Downtown,False
BUS,Downtown,West End,2024-01-01 14:59:00,48.0,34.16553832962514,115.0,2024-01-23,Tuesday,14,Afternoon,1639.9458398220067,Downtown → West End,False
BUS,Downtown,North Station,2024-01-01 15:00:00,73.0,20.70350869790156,123.0,2024-01-23,Tuesday,15,Afternoon,1511.356134946814,Downtown → North Station,False
TRAM,West End,West End,2024-01-01 15:01:00,61.0,1.26204713871977,178.0,2024-01-23,Tuesday,15,Afternoon,76.98487546190597,West End → West End,False
BUS,Downtown,Airport,2024-01-01 15:02:00,9.0,29.35483981181103,67.0,2024-01-23,Tuesday,15,Afternoon,264.1935583062993,Downtown → Airport,False
BUS,North Station,airport,2024-01-01 15:03:00,68.0,13.02852618939063,128.0,2024-01-23,Tuesday,15,Afternoon,885.9397808785628,North Station → airport,False
TRAIN,Airport,Central,2024-01-01 15:04:00,35.0,22.78758518407307,16.0,2024-01-23,Tuesday,15,Afternoon,797.5654814425575,Airport → Central,False
TRAIN,West End,Central,2024-01-01 15:05:00,81.0,47.90026024664895,145.0,2024-01-23,Tuesday,15,Afternoon,3879.9210799785646,West End → Central,False
BUS,Downtown,North Station,2024-01-01 15:06:00,98.0,20.25224822330052,47.0,2024-01-23,Tuesday,15,Afternoon,1984.7203258834509,Downtown → North Station,False
FERRY,West End,South Point,2024-01-01 15:07:00,88.0,42.07017952988912,97.5,2024-01-23,Tuesday,15,Afternoon,3702.1757986302423,West End → South Point,False
TRAIN,South Point,Airport,2024-01-01 15:08:00,96.0,9.83275998458793,67.0,2024-01-23,Tuesday,15,Afternoon,943.9449585204413,South Point → Airport,False
TRAIN,Central,North Station,2024-01-01 15:09:00,65.0,33.78679465223892,124.0,2024-01-23,Tuesday,15,Afternoon,2196.1416523955295,Central → North Station,False
TRAIN,Airport,South Point,2024-01-01 15:10:00,48.0,48.8618442447277,40.0,2024-01-23,Tuesday,15,Afternoon,2345.3685237469294,Airport → South Point,False
BUS,West End,West End,2024-01-01 15:11:00,48.0,5.543708493210371,12.0,2024-01-23,Tuesday,15,Afternoon,266.0980076740978,West End → West End,False
BUS,Central,Airport,2024-01-01 15:12:00,87.0,0.9118371402460046,73.0,2024-01-24,Wednesday,15,Afternoon,79.3298312014024,Central → Airport,False
BUS,Downtown,West End,2024-01-01 15:13:00,47.0,21.96234823531441,94.0,2024-01-24,Wednesday,15,Afternoon,1032.230367059777,Downtown → West End,False
BUS,Central,Downtown,2024-01-01 15:14:00,40.0,25.403856477451566,40.0,2024-01-24,Wednesday,15,Afternoon,1016.1542590980627,Central → Downtown,False
BUS,Airport,Airport,2024-01-01 15:15:00,76.0,37.54502530897345,32.0,2024-01-24,Wednesday,15,Afternoon,2853.421923481982,Airport → Airport,False
FERRY,West End,South Point,2024-01-01 15:16:00,54.0,45.77015886050367,122.0,2024-01-24,Wednesday,15,Afternoon,2471.588578467198,West End → South Point,False
FERRY, Central ,Downtown,2024-01-01 15:17:00,76.0,21.98403814908356,97.0,2024-01-24,Wednesday,15,Afternoon,1670.7868993303505, Central  → Downtown,False
BUS,Downtown,Central,2024-01-01 15:18:00,46.0,13.30622628669433,179.0,2024-01-24,Wednesday,15,Afternoon,612.0864091879391,Downtown → Central,False
TRAIN,West End,South Point,2024-01-01 15:19:00,47.0,25.403856477451566,80.0,2024-01-24,Wednesday,15,Afternoon,1193.9812544402237,West End → South Point,False
BUS,Airport,North Station,2024-01-01 15:20:00,15.0,36.31066698357505,105.0,2024-01-24,Wednesday,15,Afternoon,544.6600047536257,Airport → North Station,False
FERRY,Downtown,Central,2024-01-01 15:21:00,48.0,0.9481809982283634,162.0,2024-01-24,Wednesday,15,Afternoon,45.51268791496145,Downtown → Central,False
BUS,North Station,Central,2024-01-01 15:22:00,26.0,29.67797247949251,155.0,2024-01-24,Wednesday,15,Afternoon,771.6272844668052,North Station → Central,False
FERRY,Central,North Station,2024-01-01 15:23:00,52.0,25.403856477451566,148.0,2024-01-24,Wednesday,15,Afternoon,1321.0005368274815,Central → North Station,False
TRAIN,Airport,Airport,2024-01-01 15:24:00,93.0,32.06556822134881,18.0,2024-01-24,Wednesday,15,Afternoon,2982.0978445854394,Airport → Airport,False
FERRY, Central ,Central,2024-01-01 15:25:00,22.0,12.48009295905342,75.0,2024-01-24,Wednesday,15,Afternoon,274.56204509917524, Central  → Central,False
BUS,West End,South Point,2024-01-01 15:26:00,21.0,35.84560980721727,128.0,2024-01-24,Wednesday,15,Afternoon,752.7578059515627,West End → South Point,False
TRAIN,South Point,Downtown,2024-01-01 15:27:00,48.0,25.403856477451566,129.0,2024-01-24,Wednesday,15,Afternoon,1219.385110917675,South Point → Downtown,False
BUS,Downtown,Central,2024-01-01 15:28:00,38.0,10.36388165510664,41.0,2024-01-24,Wednesday,15,Afternoon,393.8275028940523,Downtown → Central,False
BUS,Central,South Point,2024-01-01 15:29:00,20.0,43.93476730939685,33.0,2024-01-24,Wednesday,15,Afternoon,878.6953461879369,Central → South Point,False
TRAIN,Downtown,West End,2024-01-01 15:30:00,29.0,37.06679596096504,147.0,2024-01-24,Wednesday,15,Afternoon,1074.9370828679862,Downtown → West End,False
TRAM,West End,South Point,2024-01-01 15:31:00,51.0,1.18040492356159,179.0,2024-01-24,Wednesday,15,Afternoon,60.20065110164109,West End → South Point,False
BUS,Downtown,Downtown,2024-01-01 15:32:00,4.0,12.79462488830511,178.0,2024-01-24,Wednesday,15,Afternoon,51.17849955322044,Downtown → Downtown,False
FERRY,Central,South Point,2024-01-01 15:33:00,55.0,11.11312090816165,23.0,2024-01-24,Wednesday,15,Afternoon,611.2216499488907,Central → South Point,False
BUS,West End,North Station,2024-01-01 15:34:00,71.0,13.90491323783014,110.0,2024-01-24,Wednesday,15,Afternoon,987.2488398859399,West End → North Station,False
TRAIN,Downtown,Downtown,2024-01-01 15:35:00,92.0,12.75420862885438,25.0,2024-01-24,Wednesday,15,Afternoon,1173.387193854603,Downtown → Downtown,False
TRAIN,South Point,Airport,2024-01-01 15:36:00,28.0,3.595051639270864,68.0,2024-01-25,Thursday,15,Afternoon,100.6614458995842,South Point → Airport,False
TRAIN,Airport,West End,2024-01-01 15:37:00,4.0,23.21755557154261,169.0,2024-01-25,Thursday,15,Afternoon,92.87022228617045,Airport → West End,False
TRAM,West End,North Station,2024-01-01 15:38:00,22.0,36.77030700191517,31.0,2024-01-25,Thursday,15,Afternoon,808.9467540421338,West End → North Station,False
BUS,Airport,Airport,2024-01-01 15:39:00,76.0,30.5332203735131,97.5,2024-01-25,Thursday,15,Afternoon,2320.5247483869957,Airport → Airport,False
TRAM,West End,South Point,2024-01-01 15:40:00,45.0,33.80714759560495,33.0,2024-01-25,Thursday,15,Afternoon,1521.3216418022228,West End → South Point,False
TRAIN,South Point,Downtown,2024-01-01 15:41:00,67.0,4.516884337543838,152.0,2024-01-25,Thursday,15,Afternoon,302.6312506154372,South Point → Downtown,False
TRAIN,Airport,West End,2024-01-01 15:42:00,86.0,47.59879015375097,29.0,2024-01-25,Thursday,15,Afternoon,4093.4959532225835,Airport → West End,False
BUS,North Station,North Station,2024-01-01 15:43:00,66.0,42.00534577522973,97.5,2024-01-25,Thursday,15,Afternoon,2772.352821165162,North Station → North Station,False
FERRY,Central,Airport,2024-01-01 15:44:00,88.0,25.403856477451566,67.0,2024-01-25,Thursday,15,Afternoon,2235.539370015738,Central → Airport,False
TRAM,North Station,Airport,2024-01-01 15:45:00,34.0,41.23769834956749,168.0,2024-01-25,Thursday,15,Afternoon,1402.0817438852946,North Station → Airport,False
BUS,Downtown,West End,2024-01-01 15:46:00,91.0,46.66917015257169,134.0,2024-01-25,Thursday,15,Afternoon,4246.894483884023,Downtown → West End,False
TRAIN,South Point,South Point,2024-01-01 15:47:00,55.0,27.44057132262803,154.0,2024-01-25,Thursday,15,Afternoon,1509.2314227445418,South Point → South Point,False
TRAIN,North Station,West End,2024-01-01 15:48:00,1.0,10.41395988444748,20.0,2024-01-25,Thursday,15,Afternoon,10.41395988444748,North Station → West End,False
BUS,West End,Airport,2024-01-01 15:49:00,72.0,31.03078858870079,150.0,2024-01-25,Thursday,15,Afternoon,2234.216778386457,West End → Airport,False
FERRY,Downtown,Central,2024-01-01 15:50:00,87.0,37.27263393656298,104.0,2024-01-25,Thursday,15,Afternoon,3242.7191524809796,Downtown → Central,False
TRAIN,Downtown,North Station,2024-01-01 15:51:00,48.0,37.02691097102426,34.0,2024-01-25,Thursday,15,Afternoon,1777.2917266091645,Downtown → North Station,False
FERRY,North Station,West End,2024-01-01 15:52:00,6.0,25.403856477451566,49.0,2024-01-25,Thursday,15,Afternoon,152.4231388647094,North Station → West End,False
BUS,North Station,Airport,2024-01-01 15:53:00,86.0,3.888706607012114,23.0,2024-01-25,Thursday,15,Afternoon,334.4287682030418,North Station → Airport,False
BUS,South Point,South Point,2024-01-01 15:54:00,25.0,18.87009045229133,38.0,2024-01-25,Thursday,15,Afternoon,471.7522613072832,South Point → South Point,False
BUS,Central,Airport,2024-01-01 15:55:00,82.0,46.07794711893619,145.0,2024-01-25,Thursday,15,Afternoon,3778.3916637527673,Central → Airport,False
TRAIN,North Station,South Point,2024-01-01 15:56:00,48.0,29.43022103299259,175.0,2024-01-25,Thursday,15,Afternoon,1412.6506095836444,North Station → South Point,False
TRAM,North Station,airport,2024-01-01 15:57:00,61.0,27.14743119115781,66.0,2024-01-25,Thursday,15,Afternoon,1655.9933026606263,North Station → airport,False
FERRY,Airport,South Point,2024-01-01 15:58:00,12.0,13.80824896191858,122.0,2024-01-25,Thursday,15,Afternoon,165.69898754302295,Airport → South Point,False
TRAIN,West End,Downtown,2024-01-01 15:59:00,6.0,18.73822153587066,104.0,2024-01-25,Thursday,15,Afternoon,112.42932921522396,West End → Downtown,False
TRAIN, Central ,Downtown,2024-01-01 16:00:00,90.0,44.81963141308188,26.0,2024-01-26,Friday,16,Afternoon,4033.766827177369, Central  → Downtown,False
FERRY,Airport,airport,2024-01-01 16:01:00,27.0,33.48992085257836,115.0,2024-01-26,Friday,16,Afternoon,904.2278630196157,Airport → airport,False
TRAIN,Downtown,Central,2024-01-01 16:02:00,8.0,39.47565782424048,168.0,2024-01-26,Friday,16,Afternoon,315.8052625939238,Downtown → Central,False
BUS,Central,West End,2024-01-01 16:03:00,83.0,22.99009844184893,77.0,2024-01-26,Friday,16,Afternoon,1908.1781706734612,Central → West End,False
BUS,West End,Airport,2024-01-01 16:04:00,65.0,31.69723736307982,151.0,2024-01-26,Friday,16,Afternoon,2060.3204286001883,West End → Airport,False
BUS,South Point,Airport,2024-01-01 16:05:00,57.0,12.79498863278877,42.0,2024-01-26,Friday,16,Afternoon,729.3143520689599,South Point → Airport,False
TRAM,South Point,Central,2024-01-01 16:06:00,93.0,35.42031109903257,74.0,2024-01-26,Friday,16,Afternoon,3294.088932210029,South Point → Central,False
FERRY,North Station,South Point,2024-01-01 16:07:00,99.0,21.66626601831519,120.0,2024-01-26,Friday,16,Afternoon,2144.960335813204,North Station → South Point,False
TRAIN,North Station,Central,2024-01-01 16:08:00,40.0,22.40600298332991,83.0,2024-01-26,Friday,16,Afternoon,896.2401193331964,North Station → Central,False
BUS,South Point,South Point,2024-01-01 16:09:00,14.0,25.403856477451566,152.0,2024-01-26,Friday,16,Afternoon,355.6539906843219,South Point → South Point,False
TRAM,North Station,South Point,2024-01-01 16:10:00,35.0,46.84589076271187,13.0,2024-01-26,Friday,16,Afternoon,1639.6061766949153,North Station → South Point,False
FERRY,Central,North Station,2024-01-01 16:11:00,48.0,3.668314157126736,36.0,2024-01-26,Friday,16,Afternoon,176.07907954208332,Central → North Station,False
TRAM,Airport,Airport,2024-01-01 16:12:00,84.0,41.32479024867688,136.0,2024-01-26,Friday,16,Afternoon,3471.2823808888575,Airport → Airport,False
TRAM,North Station,Downtown,2024-01-01 16:13:00,56.0,14.97296396540356,54.0,2024-01-26,Friday,16,Afternoon,838.4859820625993,North Station → Downtown,False
TRAIN,Downtown,South Point,2024-01-01 16:14:00,49.0,22.4740129980657,97.5,2024-01-26,Friday,16,Afternoon,1101.2266369052193,Downtown → South Point,False
FERRY, Central ,North Station,2024-01-01 16:15:00,13.0,25.403856477451566,97.5,2024-01-26,Friday,16,Afternoon,330.25013420687037, Central  → North Station,False
TRAM,West End,Airport,2024-01-01 16:16:00,48.0,15.4017808527985,152.0,2024-01-26,Friday,16,Afternoon,739.285480934328,West End → Airport,False
BUS,Central,Downtown,2024-01-01 16:17:00,49.0,25.38024651019146,91.0,2024-01-26,Friday,16,Afternoon,1243.6320789993815,Central → Downtown,False
BUS,West End,South Point,2024-01-01 16:18:00,46.0,3.280715828698231,130.0,2024-01-26,Friday,16,Afternoon,150.91292812011864,West End → South Point,False
BUS,West End,South Point,2024-01-01 16:19:00,62.0,24.80923860446667,79.0,2024-01-26,Friday,16,Afternoon,1538.1727934769335,West End → South Point,False
FERRY,Downtown,Central,2024-01-01 16:20:00,8.0,46.39197612849215,169.0,2024-01-26,Friday,16,Afternoon,371.1358090279372,Downtown → Central,False
FERRY,Central,Central,2024-01-01 16:21:00,43.0,5.716964296336358,26.0,2024-01-26,Friday,16,Afternoon,245.8294647424634,Central → Central,False
BUS,Central,Airport,2024-01-01 16:22:00,48.0,38.33981603973746,97.5,2024-01-26,Friday,16,Afternoon,1840.311169907398,Central → Airport,False
TRAM, Central ,Downtown,2024-01-01 16:23:00,97.0,25.403856477451566,48.0,2024-01-26,Friday,16,Afternoon,2464.174078312802, Central  → Downtown,False
FERRY,Central,South Point,2024-01-01 16:24:00,90.0,32.93109886895473,97.5,2024-01-27,Saturday,16,Afternoon,2963.7988982059255,Central → South Point,True
BUS,Central,Airport,2024-01-01 16:25:00,39.0,13.38171160026885,81.0,2024-01-27,Saturday,16,Afternoon,521.8867524104852,Central → Airport,True
BUS,Downtown,Airport,2024-01-01 16:26:00,85.0,25.403856477451566,46.0,2024-01-27,Saturday,16,Afternoon,2159.327800583383,Downtown → Airport,True
TRAIN, Central ,West End,2024-01-01 16:27:00,49.0,8.44289940642571,141.0,2024-01-27,Saturday,16,Afternoon,413.70207091485975, Central  → West End,True
BUS,West End,Central,2024-01-01 16:28:00,64.0,3.98935130933566,110.0,2024-01-27,Saturday,16,Afternoon,255.31848379748223,West End → Central,True
TRAM,Central,Downtown,2024-01-01 16:29:00,62.0,25.403856477451566,99.0,2024-01-27,Saturday,16,Afternoon,1575.0391016019971,Central → Downtown,True
BUS,North Station,South Point,2024-01-01 16:30:00,54.0,33.37885955695393,139.0,2024-01-27,Saturday,16,Afternoon,1802.458416075512,North Station → South Point,True
BUS,North Station,Airport,2024-01-01 16:31:00,9.0,44.14368528625365,72.0,2024-01-27,Saturday,16,Afternoon,397.2931675762828,North Station → Airport,True
TRAM,West End,South Point,2024-01-01 16:32:00,88.0,25.403856477451566,151.0,2024-01-27,Saturday,16,Afternoon,2235.539370015738,West End → South Point,True
BUS,Downtown,West End,2024-01-01 16:33:00,37.0,34.41414833878697,163.0,2024-01-27,Saturday,16,Afternoon,1273.323488535118,Downtown → West End,True
TRAIN,South Point,Downtown,2024-01-01 16:34:00,49.0,5.966377238849582,132.0,2024-01-27,Saturday,16,Afternoon,292.35248470362956,South Point → Downtown,True
BUS,South Point,Airport,2024-01-01 16:35:00,41.0,14.81477859164952,167.0,2024-01-27,Saturday,16,Afternoon,607.4059222576303,South Point → Airport,True
BUS,North Station,South Point,2024-01-01 16:36:00,17.0,15.83544032846221,89.0,2024-01-27,Saturday,16,Afternoon,269.2024855838576,North Station → South Point,True
BUS,Airport,Central,2024-01-01 16:37:00,88.0,12.87286884668225,163.0,2024-01-27,Saturday,16,Afternoon,1132.812458508038,Airport → Central,True
TRAIN,Airport,West End,2024-01-01 16:38:00,21.0,25.403856477451566,87.0,2024-01-27,Saturday,16,Afternoon,533.4809860264829,Airport → West End,True
FERRY,West End,Downtown,2024-01-01 16:39:00,51.0,27.00991383654379,99.0,2024-01-27,Saturday,16,Afternoon,1377.5056056637334,West End → Downtown,True
FERRY,South Point,West End,2024-01-01 16:40:00,48.0,18.16585577096996,36.0,2024-01-27,Saturday,16,Afternoon,871.9610770065581,South Point → West End,True
BUS,North Station,Central,2024-01-01 16:41:00,39.0,18.01256335745358,70.0,2024-01-27,Saturday,16,Afternoon,702.4899709406897,North Station → Central,True
TRAIN,Downtown,Downtown,2024-01-01 16:42:00,55.0,41.51350209635103,120.0,2024-01-27,Saturday,16,Afternoon,2283.2426152993066,Downtown → Downtown,True
BUS,South Point,West End,2024-01-01 16:43:00,41.0,39.56999599182443,142.0,2024-01-27,Saturday,16,Afternoon,1622.3698356648015,South Point → West End,True
TRAIN,North Station,North Station,2024-01-01 16:44:00,39.0,15.73589366819691,97.5,2024-01-27,Saturday,16,Afternoon,613.6998530596795,North Station → North Station,True
TRAIN,North Station,Central,2024-01-01 16:45:00,48.0,45.73252797172633,64.0,2024-01-27,Saturday,16,Afternoon,2195.161342642864,North Station → Central,True
TRAIN,Central,Central,2024-01-01 16:46:00,64.0,47.66434334162405,21.0,2024-01-27,Saturday,16,Afternoon,3050.517973863939,Central → Central,True
TRAIN,Downtown,Central,2024-01-01 16:47:00,11.0,16.67375583048702,100.0,2024-01-27,Saturday,16,Afternoon,183.41131413535723,Downtown → Central,True
TRAIN,Central,North Station,2024-01-01 16:48:00,19.0,18.04403496525622,148.0,2024-01-28,Sunday,16,Afternoon,342.83666433986815,Central → North Station,True
FERRY,West End,North Station,2024-01-01 16:49:00,11.0,25.52889059438696,20.0,2024-01-28,Sunday,16,Afternoon,280.8177965382566,West End → North Station,True
BUS,Central,South Point,2024-01-01 16:50:00,77.0,47.08548022041684,50.0,2024-01-28,Sunday,16,Afternoon,3625.5819769720965,Central → South Point,True
FERRY,Central,Airport,2024-01-01 16:51:00,46.0,43.87781194054442,171.0,2024-01-28,Sunday,16,Afternoon,2018.3793492650432,Central → Airport,True
TRAM,South Point,West End,2024-01-01 16:52:00,45.0,5.577114147887695,163.0,2024-01-28,Sunday,16,Afternoon,250.97013665494626,South Point → West End,True
TRAIN,Airport,South Point,2024-01-01 16:53:00,1.0,19.9401717919351,111.0,2024-01-28,Sunday,16,Afternoon,19.9401717919351,Airport → South Point,True
BUS,North Station,West End,2024-01-01 16:54:00,40.0,25.403856477451566,92.0,2024-01-28,Sunday,16,Afternoon,1016.1542590980627,North Station → West End,True
TRAIN,Downtown,Airport,2024-01-01 16:55:00,19.0,25.40505739130123,133.0,2024-01-28,Sunday,16,Afternoon,482.6960904347234,Downtown → Airport,True
BUS,Central,North Station,2024-01-01 16:56:00,76.0,25.403856477451566,143.0,2024-01-28,Sunday,16,Afternoon,1930.693092286319,Central → North Station,True
FERRY,Downtown,Airport,2024-01-01 16:57:00,72.0,43.01143017282366,123.0,2024-01-28,Sunday,16,Afternoon,3096.8229724433036,Downtown → Airport,True
BUS,Airport,North Station,2024-01-01 16:58:00,72.0,34.00856875834345,89.0,2024-01-28,Sunday,16,Afternoon,2448.6169506007286,Airport → North Station,True
FERRY, Central ,Airport,2024-01-01 16:59:00,48.0,41.97646455516428,8.0,2024-01-28,Sunday,16,Afternoon,2014.8702986478852, Central  → Airport,True
BUS,Central,South Point,2024-01-01 17:00:00,12.0,43.00883182779887,97.5,2024-01-28,Sunday,17,Evening,516.1059819335865,Central → South Point,True
BUS,West End,Downtown,2024-01-01 17:01:00,61.0,37.54361475645412,158.0,2024-01-28,Sunday,17,Evening,2290.160500143701,West End → Downtown,True
BUS,Central,South Point,2024-01-01 17:02:00,33.0,25.403856477451566,115.0,2024-01-28,Sunday,17,Evening,838.3272637559016,Central → South Point,True
BUS,South Point,West End,2024-01-01 17:03:00,45.0,30.72206437326351,54.0,2024-01-28,Sunday,17,Evening,1382.492896796858,South Point → West End,True
TRAM,North Station,South Point,2024-01-01 17:04:00,90.0,8.438087602927286,144.0,2024-01-28,Sunday,17,Evening,759.4278842634558,North Station → South Point,True
TRAIN,West End,Central,2024-01-01 17:05:00,92.0,33.84544816500793,99.0,2024-01-28,Sunday,17,Evening,3113.7812311807297,West End → Central,True
BUS,Central,West End,2024-01-01 17:06:00,69.0,9.373036159094397,96.0,2024-01-28,Sunday,17,Evening,646.7394949775135,Central → West End,True
BUS,Downtown,Airport,2024-01-01 17:07:00,48.0,34.85050473025276,69.0,2024-01-28,Sunday,17,Evening,1672.8242270521323,Downtown → Airport,True
FERRY,West End,West End,2024-01-01 17:08:00,25.0,11.86510895732145,51.0,2024-01-28,Sunday,17,Evening,296.62772393303624,West End → West End,True
BUS,West End,Downtown,2024-01-01 17:09:00,91.0,6.318789357435889,110.0,2024-01-28,Sunday,17,Evening,575.0098315266658,West End → Downtown,True
FERRY,Central,North Station,2024-01-01 17:10:00,46.0,8.681582262076393,97.5,2024-01-28,Sunday,17,Evening,399.35278405551406,Central → North Station,True
TRAM,West End,Airport,2024-01-01 17:11:00,87.0,25.403856477451566,110.0,2024-01-28,Sunday,17,Evening,2210.1355135382864,West End → Airport,True
TRAIN,Downtown,West End,2024-01-01 17:12:00,30.0,36.07761108374974,28.0,2024-01-29,Monday,17,Evening,1082.3283325124921,Downtown → West End,False
BUS,Airport,Airport,2024-01-01 17:13:00,47.0,36.75385192838976,97.5,2024-01-29,Monday,17,Evening,1727.4310406343186,Airport → Airport,False
FERRY,West End,Airport,2024-01-01 17:14:00,87.0,25.98920082070634,112.0,2024-01-29,Monday,17,Evening,2261.0604714014517,West End → Airport,False
FERRY,Airport,Airport,2024-01-01 17:15:00,49.0,8.487458652241493,97.5,2024-01-29,Monday,17,Evening,415.8854739598332,Airport → Airport,False
TRAIN,Downtown,North Station,2024-01-01 17:16:00,47.0,4.635939706779142,97.5,2024-01-29,Monday,17,Evening,217.8891662186197,Downtown → North Station,False
BUS,Central,South Point,2024-01-01 17:17:00,84.0,1.446883838645707,44.0,2024-01-29,Monday,17,Evening,121.5382424462394,Central → South Point,False
TRAM,North Station,Airport,2024-01-01 17:18:00,82.0,8.704534759778426,54.0,2024-01-29,Monday,17,Evening,713.7718503018309,North Station → Airport,False
BUS,West End,Central,2024-01-01 17:19:00,48.0,25.403856477451566,175.0,2024-01-29,Monday,17,Evening,1219.385110917675,West End → Central,False
FERRY,North Station,Downtown,2024-01-01 17:20:00,66.0,12.45607366423325,79.0,2024-01-29,Monday,17,Evening,822.1008618393945,North Station → Downtown,False
BUS,Downtown,North Station,2024-01-01 17:21:00,68.0,18.03643069725218,16.0,2024-01-29,Monday,17,Evening,1226.4772874131481,Downtown → North Station,False
FERRY,West End,West End,2024-01-01 17:22:00,94.0,5.714601481825992,31.0,2024-01-29,Monday,17,Evening,537.1725392916433,West End → West End,False
BUS,Airport,North Station,2024-01-01 17:23:00,33.0,11.50688458503443,117.0,2024-01-29,Monday,17,Evening,379.72719130613615,Airport → North Station,False
BUS,South Point,West End,2024-01-01 17:24:00,36.0,25.403856477451566,53.0,2024-01-29,Monday,17,Evening,914.5388331882564,South Point → West End,False
BUS,North Station,North Station,2024-01-01 17:25:00,82.0,30.5837578132348,148.0,2024-01-29,Monday,17,Evening,2507.868140685254,North Station → North Station,False
TRAIN,West End,West End,2024-01-01 17:26:00,48.0,12.64493955122745,134.0,2024-01-29,Monday,17,Evening,606.9570984589176,West End → West End,False
BUS,North Station,Airport,2024-01-01 17:27:00,28.0,3.357741881643302,64.0,2024-01-29,Monday,17,Evening,94.01677268601244,North Station → Airport,False
BUS,West End,South Point,2024-01-01 17:28:00,40.0,19.85612702180623,34.0,2024-01-29,Monday,17,Evening,794.2450808722492,West End → South Point,False
TRAIN,Central,West End,2024-01-01 17:29:00,48.0,25.403856477451566,88.0,2024-01-29,Monday,17,Evening,1219.385110917675,Central → West End,False
TRAM,Airport,West End,2024-01-01 17:30:00,97.0,11.3679191998752,170.0,2024-01-29,Monday,17,Evening,1102.6881623878944,Airport → West End,False
BUS,North Station,Central,2024-01-01 17:31:00,76.0,48.01320873431604,97.5,2024-01-29,Monday,17,Evening,3649.0038638080187,North Station → Central,False
TRAIN,South Point,West End,2024-01-01 17:32:00,15.0,31.00687405332334,29.0,2024-01-29,Monday,17,Evening,465.1031107998501,South Point → West End,False
BUS,South Point,Central,2024-01-01 17:33:00,41.0,28.06548293701875,97.5,2024-01-29,Monday,17,Evening,1150.6848004177687,South Point → Central,False
FERRY,Downtown,Downtown,2024-01-01 17:34:00,39.0,21.08086762440443,129.0,2024-01-29,Monday,17,Evening,822.1538373517727,Downtown → Downtown,False
FERRY,West End,Airport,2024-01-01 17:35:00,2.0,21.73274450479214,14.0,2024-01-29,Monday,17,Evening,43.46548900958428,West End → Airport,False
BUS,North Station,Central,2024-01-01 17:36:00,63.0,27.274797689985,46.0,2024-01-30,Tuesday,17,Evening,1718.312254469055,North Station → Central,False
TRAM,Downtown,South Point,2024-01-01 17:37:00,29.0,34.97327544828731,44.0,2024-01-30,Tuesday,17,Evening,1014.224988000332,Downtown → South Point,False
TRAM,North Station,Airport,2024-01-01 17:38:00,74.0,35.25623176100056,81.0,2024-01-30,Tuesday,17,Evening,2608.961150314042,North Station → Airport,False
BUS,West End,Central,2024-01-01 17:39:00,66.0,8.998848431419754,109.0,2024-01-30,Tuesday,17,Evening,593.9239964737037,West End → Central,False
BUS,South Point,Airport,2024-01-01 17:40:00,48.0,25.25558122779303,122.0,2024-01-30,Tuesday,17,Evening,1212.2678989340654,South Point → Airport,False
FERRY,Central,Airport,2024-01-01 17:41:00,75.0,20.89192570418805,46.0,2024-01-30,Tuesday,17,Evening,1566.894427814104,Central → Airport,False
TRAM,South Point,Airport,2024-01-01 17:42:00,48.0,43.59108483033452,51.0,2024-01-30,Tuesday,17,Evening,2092.372071856057,South Point → Airport,False
BUS,Downtown,Downtown,2024-01-01 17:43:00,10.0,25.403856477451566,97.5,2024-01-30,Tuesday,17,Evening,254.03856477451566,Downtown → Downtown,False
FERRY,Airport,South Point,2024-01-01 17:44:00,48.0,26.8589512875911,26.0,2024-01-30,Tuesday,17,Evening,1289.2296618043729,Airport → South Point,False
BUS,Central,North Station,2024-01-01 17:45:00,82.0,6.21203478785641,97.5,2024-01-30,Tuesday,17,Evening,509.3868526042256,Central → North Station,False
TRAIN,Downtown,North Station,2024-01-01 17:46:00,51.0,25.403856477451566,31.0,2024-01-30,Tuesday,17,Evening,1295.5966803500298,Downtown → North Station,False
